['7.97', '54.677975', '25.263493', '-40.39', '76.48', '-16.93', '26.62', '34.31', '992.16', '2974']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.87', '992.16', '3300']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3301']
['0.00', '54.678047', '25.263437', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3301']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3302']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.90', '992.15', '3302']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.85', '992.13', '3303']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.85', '992.13', '3304']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.85', '992.13', '3304']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.85', '992.13', '3305']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.86', '992.13', '3306']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.86', '992.13', '3306']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.86', '992.13', '3307']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.86', '992.13', '3307']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.63', '34.86', '992.13', '3308']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.68', '34.84', '992.24', '3309']
['0.00', '54.678047', '25.263435', '-150.34', '79.99', '-126.51', '26.68', '34.84', '992.24', '3309']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.68', '34.84', '992.24', '3310']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.83', '992.22', '3311']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.83', '992.22', '3311']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.83', '992.22', '3312']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.83', '992.22', '3313']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.83', '992.22', '3313']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.67', '34.85', '992.23', '3314']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.67', '34.85', '992.23', '3315']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.67', '34.85', '992.23', '3315']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.26', '34.82', '991.60', '3316']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.26', '34.82', '991.60', '3316']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.26', '34.82', '991.60', '3317']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.26', '34.82', '991.60', '3318']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.26', '34.82', '991.60', '3318']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.82', '992.14', '3319']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.82', '992.14', '3320']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.82', '992.14', '3320']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.82', '992.14', '3321']
['0.00', '54.678047', '25.263433', '-150.34', '79.99', '-126.51', '26.63', '34.82', '992.14', '3321']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.67', '34.82', '992.22', '3322']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.67', '34.82', '992.22', '3323']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.67', '34.82', '992.22', '3323']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.29', '3324']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.29', '3325']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.29', '3325']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.29', '3326']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.21', '3327']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.21', '3327']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.21', '3328']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.21', '3328']
['0.00', '54.678055', '25.263430', '-150.34', '79.99', '-126.51', '26.68', '34.83', '992.21', '3328']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.27', '34.83', '991.63', '3330']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.27', '34.83', '991.63', '3330']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.27', '34.83', '991.63', '3331']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.23', '34.91', '991.55', '3332']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.23', '34.91', '991.55', '3332']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.23', '34.91', '991.55', '3333']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.23', '34.91', '991.55', '3333']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.81', '992.14', '3334']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.81', '992.14', '3335']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.81', '992.14', '3335']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.81', '992.14', '3336']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.79', '992.22', '3337']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.79', '992.22', '3337']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.79', '992.22', '3338']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.79', '992.22', '3338']
['0.00', '54.678059', '25.263426', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3339']
['0.00', '54.678059', '25.263426', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3340']
['0.00', '54.678059', '25.263426', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3340']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3341']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3341']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.64', '34.75', '992.16', '3341']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.76', '992.23', '3343']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.68', '34.76', '992.23', '3343']
['0.00', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.76', '991.62', '3344']
['0.00', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.76', '991.62', '3345']
['0.00', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.76', '991.62', '3345']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.27', '34.76', '991.62', '3346']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.59', '34.76', '992.16', '3347']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.59', '34.76', '992.16', '3347']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.59', '34.76', '992.16', '3348']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.59', '34.76', '992.16', '3348']
['0.00', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.17', '3349']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.17', '3350']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.17', '3350']
['2.66', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.17', '3351']
['2.66', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.78', '991.61', '3352']
['2.66', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.78', '991.61', '3352']
['2.66', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.78', '991.61', '3353']
['2.66', '54.678055', '25.263426', '-150.34', '79.99', '-126.51', '26.27', '34.78', '991.61', '3353']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.14', '3354']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.14', '3355']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.14', '3355']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.63', '34.76', '992.14', '3356']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.67', '34.75', '992.21', '3357']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.67', '34.75', '992.21', '3357']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.67', '34.75', '992.21', '3358']
['2.66', '54.678055', '25.263428', '-150.34', '79.99', '-126.51', '26.67', '34.75', '992.21', '3358']
['2.66', '54.678055', '25.263428', '-150.37', '79.99', '-126.51', '26.63', '34.79', '992.14', '3359']
['2.66', '54.678055', '25.263428', '-150.37', '79.99', '-126.51', '26.63', '34.79', '992.14', '3360']
['2.66', '54.678055', '25.263428', '-150.37', '79.99', '-126.51', '26.63', '34.79', '992.14', '3360']
['2.66', '54.678055', '25.263428', '-150.37', '79.99', '-126.51', '26.63', '34.79', '992.14', '3361']
['2.66', '54.678055', '25.263428', '-150.37', '80.00', '-126.56', '26.67', '34.74', '992.24', '3362']
['2.66', '54.678055', '25.263428', '-150.37', '80.00', '-126.56', '26.67', '34.74', '992.24', '3362']
['0.00', '54.678055', '25.263428', '-150.37', '80.00', '-126.56', '26.67', '34.74', '992.24', '3363']
['0.00', '54.678055', '25.263428', '-150.37', '80.00', '-126.56', '26.67', '34.74', '992.24', '3363']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.26', '34.73', '991.60', '3364']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.26', '34.73', '991.60', '3365']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.26', '34.73', '991.60', '3365']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.26', '34.73', '991.60', '3366']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.15', '3367']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.15', '3367']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.15', '3368']
['0.00', '54.678055', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.15', '3369']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.68', '34.69', '992.18', '3371']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.23', '34.67', '991.56', '3372']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.23', '34.67', '991.56', '3373']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.23', '34.67', '991.56', '3373']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.23', '34.67', '991.56', '3374']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.67', '34.67', '992.19', '3375']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.67', '34.67', '992.19', '3375']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.67', '34.67', '992.19', '3376']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.13', '3377']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.13', '3377']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.13', '3378']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.13', '3378']
['0.00', '54.678051', '25.263428', '-150.42', '79.99', '-126.56', '26.58', '34.71', '992.13', '3379']
['0.00', '54.678047', '25.263428', '-150.42', '79.99', '-126.56', '26.63', '34.65', '992.18', '3380']
['0.00', '54.678047', '25.263428', '-150.42', '79.99', '-126.56', '26.63', '34.65', '992.18', '3380']
